station,train_name,destination_station,train_number,arrival_planned_time,departure_planned_time,planned_platform,train_line_id,train_line_station_num,arrival_change_time,departure_change_time,stop_canceled,changed_platform
Tübingen Hbf,IRE 6,Tübingen Hbf,19389,2024-05-09 15:59:00,,1,-4830076979823678759-2405091511,5,2024-05-09 16:13:00,,False,2
Tübingen Hbf,RB 74,Horb,32513,,2024-05-09 15:29:00,1,8991860898268498223-2405091529,1,,2024-05-09 15:32:00,False,
Tübingen Hbf,MEX 12,Tübingen Hbf,19227,2024-05-09 15:53:00,,5,-7943516118168061046-2405091357,19,2024-05-09 15:54:00,,False,
Tübingen Hbf,RB 63,Bad Urach,22870,2024-05-09 15:44:00,2024-05-09 15:46:00,1,-8109577220092481634-2405091518,9,2024-05-09 15:45:00,2024-05-09 15:47:00,False,
Tübingen Hbf,MEX 12,Heilbronn Hbf,19236,,2024-05-09 15:05:00,5,-5669163675904014123-2405091505,1,,2024-05-09 15:07:00,False,
Tübingen Hbf,MEX 18,Osterburken,19326,,2024-05-09 15:33:00,2,-1454854186232590047-2405091533,1,,2024-05-09 15:34:00,False,
Tübingen Hbf,SWE RB66,Sigmaringen,86255,,2024-05-09 15:29:00,6,5287797011511051890-2405091529,1,,2024-05-09 15:30:00,False,
Tübingen Hbf,RB 74,Tübingen Hbf,32514,2024-05-09 15:23:00,,1,-266267874915111173-2405091452,8,2024-05-09 15:27:00,,False,
Tübingen Hbf,RB 63,Herrenberg,22789,2024-05-09 15:40:00,2024-05-09 15:46:00,2,5371858376307105935-2405091437,17,2024-05-09 15:41:00,2024-05-09 15:48:00,False,
Tübingen Hbf,RB 63,Tübingen Hbf,22788,2024-05-09 15:15:00,,13,-7520377244025471159-2405091448,9,2024-05-09 15:14:00,,False,
Tübingen Hbf,SWE RB66,Tübingen Hbf,86264,2024-05-09 15:28:00,,3,-1394122796442143921-2405091418,17,,,False,
Tübingen Hbf,RB 74,Horb,32515,,2024-05-09 16:34:00,12,-6153900949803035053-2405091634,1,,2024-05-09 16:35:00,False,
Tübingen Hbf,IRE 6,Tübingen Hbf,3861,2024-05-09 16:58:00,,2 A-B,-8105134923332500141-2405091615,3,2024-05-09 17:06:00,,False,
Tübingen Hbf,RB 63,Bad Urach,22872,2024-05-09 16:44:00,2024-05-09 16:46:00,1,-1257569421659206839-2405091618,9,,2024-05-09 16:47:00,False,
Tübingen Hbf,MEX 18,Tübingen Hbf,19323,2024-05-09 16:22:00,,5,1774589824052612153-2405091336,30,2024-05-09 16:23:00,,False,
Tübingen Hbf,RB 63,Herrenberg,22867,,2024-05-09 16:16:00,13,5934267116368473668-2405091616,1,,2024-05-09 16:17:00,False,
Tübingen Hbf,SWE RB66,Tübingen Hbf,86266,2024-05-09 16:28:00,,3,-3027144709026300008-2405091447,20,2024-05-09 16:29:00,,False,
Tübingen Hbf,IRE 6,Aulendorf,3261,2024-05-09 16:58:00,2024-05-09 17:00:00,2 C-D,-8906657122788140213-2405091615,3,2024-05-09 17:06:00,2024-05-09 17:09:00,False,
Tübingen Hbf,MEX 12,Heilbronn Hbf,19238,,2024-05-09 16:05:00,5,3809585460879402997-2405091605,1,,,False,
Tübingen Hbf,MEX 12,Tübingen Hbf,19229,2024-05-09 16:53:00,,5,-3387242124464735916-2405091457,19,,,False,
Tübingen Hbf,RB 63,Herrenberg,22791,2024-05-09 16:40:00,2024-05-09 16:46:00,2,8617773969299271339-2405091537,17,2024-05-09 16:41:00,2024-05-09 16:48:00,False,
Tübingen Hbf,IRE 6,Stuttgart Hbf,3262,2024-05-09 16:57:00,2024-05-09 17:00:00,3,6235498812100513072-2405091506,12,2024-05-09 17:00:00,2024-05-09 17:04:00,False,
Tübingen Hbf,RB 63,Tübingen Hbf,22790,2024-05-09 16:15:00,,1,-8362520837084877130-2405091548,9,2024-05-09 16:16:00,,False,
Tübingen Hbf,MEX 18,Osterburken,19328,,2024-05-09 16:33:00,2,-7472710341190710275-2405091633,1,,2024-05-09 16:34:00,False,
Tübingen Hbf,RB 74,Tübingen Hbf,32516,2024-05-09 16:29:00,,12,-7064231846591448500-2405091600,7,2024-05-09 16:31:00,,False,
Tübingen Hbf,RB 6,Tübingen Hbf,3862,2024-05-09 16:54:00,,12,1916479908295067818-2405091644,3,,,False,
Tübingen Hbf,SWE RB66,Albstadt-Ebingen,86259,,2024-05-09 16:29:00,6,4361896546055820870-2405091629,1,,,False,
Tübingen Hbf,RB 63,Tübingen Hbf,22792,2024-05-09 17:15:00,,13,1999828695255804205-2405091648,9,2024-05-09 17:16:00,,False,
Tübingen Hbf,RB 74,Tübingen Hbf,32518,2024-05-09 17:23:00,,1,5407090073844015869-2405091652,8,2024-05-09 17:25:00,,False,
Tübingen Hbf,IRE 6,Tübingen Hbf,19391,2024-05-09 17:59:00,,2,-8620380274719940672-2405091711,5,2024-05-09 18:09:00,,False,3
Tübingen Hbf,SWE RB66,Sigmaringen,86263,,2024-05-09 17:29:00,6,5353285476823682491-2405091729,1,,2024-05-09 17:41:00,False,
Tübingen Hbf,IRE 6,Stuttgart Hbf,19390,,2024-05-09 17:58:00,3,-5006180187686615584-2405091758,1,,2024-05-09 18:01:00,False,
Tübingen Hbf,SWE RB66,Tübingen Hbf,86268,2024-05-09 17:28:00,,3,-4369720273622690597-2405091618,17,2024-05-09 17:40:00,,False,
Tübingen Hbf,MEX 12,Tübingen Hbf,19231,2024-05-09 17:53:00,,5,-8529405599481709409-2405091557,19,2024-05-09 18:05:00,,False,
Tübingen Hbf,RB 6,Rottenburg(Neckar),3861,,2024-05-09 17:03:00,2 A-B,1310501253822918634-2405091615,1,,2024-05-09 17:09:00,False,
Tübingen Hbf,IRE 6,Stuttgart Hbf,3862,,2024-05-09 17:00:00,3,-504760530178109147-2405091644,1,,2024-05-09 17:04:00,False,
Tübingen Hbf,MEX 12,Heilbronn Hbf,19240,,2024-05-09 17:05:00,5,-1998040962131772740-2405091705,1,,2024-05-09 17:10:00,False,
Tübingen Hbf,RB 6,Tübingen Hbf,22826,2024-05-09 17:54:00,,12,8756039491641294389-2405091744,3,,,False,
Tübingen Hbf,RB 63,Herrenberg,22869,,2024-05-09 17:16:00,2,-835990304562958642-2405091716,1,,2024-05-09 17:22:00,False,
Tübingen Hbf,RB 74,Horb,32517,,2024-05-09 17:28:00,1,-1795058437891380553-2405091728,1,,2024-05-09 17:30:00,False,
Tübingen Hbf,MEX 18,Osterburken,19330,,2024-05-09 17:33:00,2,-1504803222680389424-2405091733,1,,2024-05-09 17:34:00,False,5
Tübingen Hbf,RB 63,Herrenberg,22793,2024-05-09 17:40:00,2024-05-09 17:46:00,2,4584124228113370361-2405091637,17,2024-05-09 17:43:00,2024-05-09 17:47:00,False,
Tübingen Hbf,RB 63,Bad Urach,22874,2024-05-09 17:44:00,2024-05-09 17:46:00,1,-8188991917387593639-2405091718,9,2024-05-09 17:45:00,2024-05-09 17:47:00,False,
Tübingen Hbf,MEX 18,Tübingen Hbf,19325,2024-05-09 17:21:00,,2,-649718231275002869-2405091436,30,2024-05-09 17:23:00,,False,5
Tübingen Hbf,RB 63,Tübingen Hbf,22794,2024-05-09 18:15:00,,1,183208698319702652-2405091748,9,2024-05-09 18:17:00,,False,
Tübingen Hbf,MEX 12,Tübingen Hbf,19235,2024-05-09 18:53:00,,5,959205843140594888-2405091657,19,2024-05-09 18:59:00,,False,
Tübingen Hbf,IRE 6,Stuttgart Hbf,3264,2024-05-09 18:57:00,2024-05-09 19:00:00,3,6805332308142560585-2405091706,12,2024-05-09 19:04:00,2024-05-09 19:06:00,False,
Tübingen Hbf,MEX 18,Tübingen Hbf,19327,2024-05-09 18:22:00,,2,-3929309410396241016-2405091536,30,,,False,
Tübingen Hbf,SWE RB66,Albstadt-Ebingen,86267,,2024-05-09 18:29:00,6,6391518629010688079-2405091829,1,,2024-05-09 18:35:00,False,
Tübingen Hbf,RB 74,Horb,32519,,2024-05-09 18:34:00,12,3090489542827190158-2405091834,1,,,False,
Tübingen Hbf,RB 63,Bad Urach,22876,2024-05-09 18:44:00,2024-05-09 18:46:00,1,-6582325097201203790-2405091818,9,,,False,
Tübingen Hbf,RB 74,Tübingen Hbf,32520,2024-05-09 18:29:00,,12,5614127649832361007-2405091801,6,2024-05-09 18:30:00,,False,
Tübingen Hbf,IRE 6,Tübingen Hbf,3863,2024-05-09 18:58:00,,2 A-B,1448862969874577812-2405091815,3,2024-05-09 19:02:00,,False,
Tübingen Hbf,RB 6,Tübingen Hbf,3864,2024-05-09 18:54:00,,12,-2357457084068131549-2405091844,3,,,False,
Tübingen Hbf,RB 63,Herrenberg,22871,,2024-05-09 18:16:00,13,-3713288251534579682-2405091816,1,,2024-05-09 18:17:00,False,2
Tübingen Hbf,RB 63,Herrenberg,22797,2024-05-09 18:40:00,2024-05-09 18:46:00,2,37949673378053734-2405091737,17,2024-05-09 18:41:00,2024-05-09 18:48:00,False,
Tübingen Hbf,MEX 12,Heilbronn Hbf,19242,,2024-05-09 18:05:00,5,581712797932667526-2405091805,1,,2024-05-09 18:14:00,False,
Tübingen Hbf,RB 74,Rottenburg(Neckar),32543,,2024-05-09 18:06:00,12,232174648935747942-2405091806,1,,2024-05-09 18:07:00,False,
Tübingen Hbf,MEX 18,Osterburken,19332,,2024-05-09 18:33:00,2,4336136901335590125-2405091833,1,,2024-05-09 18:34:00,False,
Tübingen Hbf,IRE 6,Aulendorf,3263,2024-05-09 18:58:00,2024-05-09 19:00:00,2 C-D,-5566118390313405298-2405091815,3,2024-05-09 19:02:00,2024-05-09 19:06:00,False,
Tübingen Hbf,SWE RB66,Tübingen Hbf,86272,2024-05-09 18:28:00,,3,1757019145956506246-2405091647,20,2024-05-09 18:34:00,,False,
Tübingen Hbf,RB 6,Rottenburg(Neckar),3863,,2024-05-09 19:03:00,2 A-B,-1288338001336625039-2405091815,1,,2024-05-09 19:06:00,False,
Tübingen Hbf,RB 74,Horb,32531,,2024-05-09 19:29:00,1,-5303007228478990257-2405091929,1,,2024-05-09 19:35:00,False,
Tübingen Hbf,IRE 6,Tübingen Hbf,19393,2024-05-09 19:59:00,,2,-1400366980597839596-2405091911,5,2024-05-09 20:08:00,,False,
Tübingen Hbf,RB 63,Herrenberg,22873,,2024-05-09 19:16:00,2,2527213790743989051-2405091916,1,,2024-05-09 19:17:00,False,
Tübingen Hbf,RB 63,Tübingen Hbf,22796,2024-05-09 19:15:00,,13,-489033413522074502-2405091848,9,2024-05-09 19:14:00,,False,
Tübingen Hbf,RB 74,Tübingen Hbf,17947,2024-05-09 19:53:00,,1,-4838044750886527305-2405091736,22,2024-05-09 19:55:00,,False,
Tübingen Hbf,RB 63,Bad Urach,22878,2024-05-09 19:44:00,2024-05-09 19:46:00,1,6723545829202638774-2405091918,9,2024-05-09 19:45:00,2024-05-09 19:47:00,False,
Tübingen Hbf,SWE RB66,Tübingen Hbf,86274,2024-05-09 19:28:00,,3,-4061278906785637204-2405091818,17,2024-05-09 19:35:00,,False,
Tübingen Hbf,MEX 18,Tübingen Hbf,19329,2024-05-09 19:22:00,,5,713593903905483965-2405091636,30,2024-05-09 19:37:00,,False,
Tübingen Hbf,RB 74,Tübingen Hbf,32558,2024-05-09 19:38:00,,12,-1378623802569177240-2405091924,3,2024-05-09 19:43:00,,False,
Tübingen Hbf,IRE 6,Stuttgart Hbf,19392,,2024-05-09 19:58:00,3,1082378409328668303-2405091958,1,,,False,
Tübingen Hbf,MEX 18,Osterburken,19334,,2024-05-09 19:33:00,2,5036848808258306484-2405091933,1,,2024-05-09 19:42:00,False,5
Tübingen Hbf,IRE 6,Stuttgart Hbf,3864,,2024-05-09 19:00:00,3,-3091216315319631513-2405091844,1,,2024-05-09 19:09:00,False,
Tübingen Hbf,MEX 12,Heilbronn Hbf,19244,,2024-05-09 19:05:00,5,-6360474258419711850-2405091905,1,,2024-05-09 19:14:00,False,
Tübingen Hbf,RB 63,Tübingen Hbf,22799,2024-05-09 19:40:00,,2,-3402904755400773617-2405091837,17,2024-05-09 19:44:00,,False,
Tübingen Hbf,MEX 12,Tübingen Hbf,19239,2024-05-09 19:54:00,,5,-3914138766382925230-2405091757,19,,,True,
Tübingen Hbf,SWE RB66,Sigmaringen,86271,,2024-05-09 19:29:00,6,-7854217190002439959-2405091929,1,,2024-05-09 19:38:00,False,
Tübingen Hbf,RB 74,Tübingen Hbf,32522,2024-05-09 19:23:00,,1,-7346934858338440121-2405091852,8,2024-05-09 19:28:00,,False,
Tübingen Hbf,SWE RB66,Albstadt-Ebingen,86273,,2024-05-09 20:29:00,6,2602307893128558687-2405092029,1,,,False,
Tübingen Hbf,RB 6,Tübingen Hbf,3866,2024-05-09 20:54:00,,12,7658852140324864621-2405092044,3,,,False,
Tübingen Hbf,MEX 18,Tübingen Hbf,19331,2024-05-09 20:22:00,,2,-8018823697329927564-2405091736,30,,,True,
Tübingen Hbf,MEX 18,Osterburken,19336,,2024-05-09 20:33:00,2,-3875093384154565095-2405092033,1,,2024-05-09 21:01:00,False,
Tübingen Hbf,RB 63,Tübingen Hbf,22835,2024-05-09 20:40:00,,2,-1954970878347892418-2405091937,17,,,False,
Tübingen Hbf,MEX 12,Stuttgart Hbf,19356,,2024-05-09 20:05:00,5,-2972137908735364337-2405092005,1,,,True,
Tübingen Hbf,IRE 6,Tübingen Hbf,3865,2024-05-09 20:58:00,,2 A-B,2916151723601485688-2405092015,3,2024-05-09 20:59:00,,False,
Tübingen Hbf,SWE RB66,Tübingen Hbf,86276,2024-05-09 20:28:00,,3,5037852777198092085-2405091847,20,2024-05-09 20:30:00,,False,
Tübingen Hbf,RB 74,Horb,32521,,2024-05-09 20:34:00,12,-5890771192044515046-2405092034,1,,,False,
Tübingen Hbf,RB 63,Tübingen Hbf,22798,2024-05-09 20:15:00,,1,4842271335459805692-2405091948,9,,,False,
Tübingen Hbf,RB 74,Rottenburg(Neckar),32545,,2024-05-09 20:06:00,12,-6760896635447101612-2405092006,1,,,False,
Tübingen Hbf,RB 74,Tübingen Hbf,32524,2024-05-09 20:29:00,,12,-9069263891582279425-2405091959,7,2024-05-09 20:34:00,,False,
Tübingen Hbf,RB 63,Bad Urach,22830,,2024-05-09 20:46:00,1,-9110318459858451798-2405092046,1,,,False,
Tübingen Hbf,IRE 6,Stuttgart Hbf,3266,2024-05-09 20:57:00,2024-05-09 21:00:00,3,1313004184122222242-2405091906,12,2024-05-09 20:58:00,2024-05-09 21:01:00,False,
Tübingen Hbf,IRE 6,Aulendorf,3265,2024-05-09 20:58:00,2024-05-09 21:00:00,2 C-D,-15880040771108260-2405092015,3,2024-05-09 20:59:00,2024-05-09 21:02:00,False,
Tübingen Hbf,MEX 12,Tübingen Hbf,19241,2024-05-09 20:53:00,,5,8070102774407199434-2405091857,19,2024-05-09 21:04:00,,False,
Hagen Hbf,RE 17,Hagen Hbf,10712,2024-05-09 10:42:00,,4,2880800454187335480-2405090845,16,2024-05-09 10:45:00,,False,
Hagen Hbf,RE 17,Scherfede,10715,,2024-05-09 10:17:00,4,449278874046516527-2405091017,1,,2024-05-09 10:18:00,False,
Hagen Hbf,VIA RE16,Iserlohn,31308,2024-05-09 10:10:00,2024-05-09 10:15:00,10,-13010605501715649-2405090934,6,2024-05-09 10:09:00,,False,
Hagen Hbf,RE 7,Holzwickede,17410,2024-05-09 10:19:00,2024-05-09 10:22:00,3,7976280888000854656-2405090921,9,2024-05-09 10:17:00,,False,
Hagen Hbf,VIA RB91,Hagen Hbf,31353,2024-05-09 10:19:00,,1,-67294606961141563-2405090840,18,,,False,
Hagen Hbf,S 5,Hagen Hbf,31528,2024-05-09 10:04:00,,11,-3885275316948540297-2405090930,8,,,False,
Hagen Hbf,ICE 517,München Hbf,517,2024-05-09 10:55:00,2024-05-09 10:57:00,7/8,-4602427783665327588-2405090728,8,2024-05-09 11:02:00,2024-05-09 11:05:00,False,
Hagen Hbf,S 9,Recklinghausen Hbf,30933,,2024-05-09 10:45:00,14,3627775672853713816-2405091045,1,,,False,
Hagen Hbf,VIA RE16,Essen Hbf,31315,2024-05-09 10:43:00,2024-05-09 10:48:00,2,-6245880633609643914-2405091020,5,2024-05-09 10:47:00,2024-05-09 10:50:00,False,
Hagen Hbf,RE 4,Dortmund Hbf,26411,2024-05-09 10:24:00,2024-05-09 10:27:00,6,5883376842384389904-2405090820,21,2024-05-09 10:39:00,2024-05-09 10:40:00,False,
Hagen Hbf,ICE 206,Hamburg-Altona,206,2024-05-09 09:59:00,2024-05-09 10:01:00,5/6,-2289591885774835907-2405090513,12,2024-05-09 10:06:00,2024-05-09 10:05:00,False,5/6
Hagen Hbf,RE 13,Venlo,20072,2024-05-09 09:59:00,2024-05-09 10:02:00,10,4783801937685661814-2405090942,3,2024-05-09 10:00:00,,False,
Hagen Hbf,S 8,Mönchengladbach Hbf,30858,,2024-05-09 10:16:00,12,4279900898494235520-2405091016,1,,,False,
Hagen Hbf,ICE 654,Köln Hbf,654,2024-05-09 10:40:00,2024-05-09 10:42:00,7/8,-2470681078798054054-2405090644,6,,2024-05-09 10:43:00,False,
Hagen Hbf,ICE 857,Berlin Ostbahnhof,857,2024-05-09 10:20:00,2024-05-09 10:21:00,6,7127812590731908748-2405090934,3,2024-05-09 10:21:00,2024-05-09 10:24:00,False,
Hagen Hbf,RE 7,Köln Hbf,17413,2024-05-09 10:37:00,2024-05-09 10:39:00,7,3677675883074036805-2405091019,3,,,True,
Hagen Hbf,RB 52,Hagen Hbf,14661,2024-05-09 10:08:00,,2,7984084066989477961-2405090934,8,2024-05-09 10:09:00,,False,
Hagen Hbf,RE 13,Holzwickede,20073,2024-05-09 10:55:00,2024-05-09 10:58:00,3,-8039545525419478349-2405090905,17,,,False,
Hagen Hbf,RB 40,Hagen Hbf,30767,2024-05-09 10:47:00,,18,8377599914402348952-2405091007,8,,,False,
Hagen Hbf,VIA RB91,Siegen Hbf,31344,,2024-05-09 10:42:00,1,-4785735439526689374-2405091042,1,,,False,
Hagen Hbf,RE 4,Aachen Hbf,26414,2024-05-09 10:32:00,2024-05-09 10:34:00,10,1833126411231503231-2405091009,4,,,False,
Hagen Hbf,ICE 614,Hamburg-Altona,614,2024-05-09 10:59:00,2024-05-09 11:01:00,5/6,67517114520381301-2405090532,11,2024-05-09 11:06:00,2024-05-09 11:08:00,False,
Hagen Hbf,S 8,Hagen Hbf,30845,2024-05-09 10:44:00,,12,-1543413814493115096-2405090854,38,2024-05-09 10:43:00,,False,
Hagen Hbf,RB 52,Dortmund Hbf,14662,2024-05-09 10:47:00,2024-05-09 10:52:00,6,881458911137243157-2405091003,8,2024-05-09 10:49:00,2024-05-09 10:53:00,False,
Hagen Hbf,S 5,Dortmund Hbf,31533,,2024-05-09 10:51:00,11,8252683864671681743-2405091051,1,,,False,
Hagen Hbf,S 9,Hagen Hbf,30918,2024-05-09 10:15:00,,14,-7570971575016986817-2405090804,39,,,False,
Hagen Hbf,RB 40,Essen Hbf,30768,,2024-05-09 10:16:00,18,6840560262885829357-2405091016,1,,,False,
Hagen Hbf,RE 7,Köln Hbf,17415,2024-05-09 11:37:00,2024-05-09 11:39:00,7,5916619021954756317-2405091118,3,2024-05-09 11:42:00,2024-05-09 11:44:00,False,
Hagen Hbf,RB 40,Essen Hbf,30770,,2024-05-09 11:16:00,18,7124674857047682013-2405091116,1,,,False,
Hagen Hbf,ICE 1949,Dresden Hbf,1949,2024-05-09 11:59:00,2024-05-09 12:01:00,5/6,4464765999393482150-2405090736,11,2024-05-09 12:00:00,2024-05-09 12:04:00,False,
Hagen Hbf,RB 52,Lüdenscheid,14663,2024-05-09 11:08:00,2024-05-09 11:11:00,2,-1970932690241605784-2405091034,8,,,False,
Hagen Hbf,RE 17,Hagen Hbf,10716,2024-05-09 11:42:00,,4,7851585743512028282-2405090945,17,2024-05-09 11:52:00,,False,
Hagen Hbf,S 8,Hagen Hbf,30853,2024-05-09 11:44:00,,12,-8600232594588573348-2405090954,38,2024-05-09 11:43:00,,False,
Hagen Hbf,VIA RE16,Iserlohn,31310,2024-05-09 11:10:00,2024-05-09 11:15:00,10,-2145017235864527784-2405091034,6,,,False,
Hagen Hbf,ICE 1944,Stuttgart Hbf,1944,2024-05-09 11:55:00,2024-05-09 11:57:00,7/8,4820257442951435191-2405090510,18,2024-05-09 11:58:00,2024-05-09 12:00:00,False,
Hagen Hbf,S 5,Hagen Hbf,31532,2024-05-09 11:04:00,,11,-1465798505926427209-2405091030,8,2024-05-09 11:08:00,,False,
Hagen Hbf,S 9,Recklinghausen Hbf,30937,,2024-05-09 11:45:00,14,6608382550918998470-2405091145,1,,,False,
Hagen Hbf,RE 13,Venlo,20076,2024-05-09 11:59:00,2024-05-09 12:02:00,10,1080008078018256390-2405091142,3,2024-05-09 12:00:00,,False,
Hagen Hbf,RB 40,Hagen Hbf,30769,2024-05-09 11:47:00,,18,3951927407887882204-2405091107,8,,,False,
Hagen Hbf,S 5,Dortmund Hbf,31537,,2024-05-09 11:51:00,11,-2727009761359717858-2405091151,1,,,False,
Hagen Hbf,RE 13,Venlo,20074,2024-05-09 11:00:00,2024-05-09 11:02:00,10,-3468472283614141937-2405091042,3,,2024-05-09 11:08:00,False,
Hagen Hbf,VIA RE16,Essen Hbf,31317,2024-05-09 11:43:00,2024-05-09 11:48:00,2,-7000806905305516302-2405091120,5,,,False,
Hagen Hbf,ICE 557,Berlin Ostbahnhof,557,2024-05-09 11:31:00,2024-05-09 11:33:00,5/6,-95477320081080845-2405090713,12,,,True,
Hagen Hbf,RB 52,Dortmund Hbf,14664,,2024-05-09 11:52:00,6,1611285827518033394-2405091152,1,,2024-05-09 11:53:00,False,
Hagen Hbf,RE 4,Aachen Hbf,26416,2024-05-09 11:32:00,2024-05-09 11:34:00,10,9023858715850225204-2405091109,4,2024-05-09 11:39:00,2024-05-09 11:41:00,False,
Hagen Hbf,ICE 954,Köln Hbf,954,2024-05-09 11:34:00,2024-05-09 11:36:00,7/8,-5526084993451463045-2405090733,8,2024-05-09 11:36:00,2024-05-09 11:38:00,False,
Hagen Hbf,RE 4,Dortmund Hbf,26413,2024-05-09 11:24:00,2024-05-09 11:27:00,6,6243192082986059583-2405090922,21,2024-05-09 11:25:00,,False,
Hagen Hbf,S 9,Hagen Hbf,30922,2024-05-09 11:15:00,,14,8889225394139489694-2405090904,39,2024-05-09 11:17:00,,False,
Hagen Hbf,RE 7,Holzwickede,17412,2024-05-09 11:19:00,2024-05-09 11:22:00,3,-3235066398237856647-2405091021,9,,,False,
Hagen Hbf,S 8,Mönchengladbach Hbf,30866,,2024-05-09 11:16:00,12,3427128333052161600-2405091116,1,,2024-05-09 11:17:00,False,
Hagen Hbf,RE 17,Scherfede,10719,,2024-05-09 11:17:00,4,1233356926397403199-2405091117,1,,2024-05-09 11:19:00,False,
Hagen Hbf,RE 13,Holzwickede,20075,2024-05-09 11:55:00,2024-05-09 11:58:00,3,-2621210809396034755-2405091005,17,2024-05-09 11:57:00,,False,
Hagen Hbf,VIA RB91,Hagen Hbf,31357,2024-05-09 12:19:00,,1,204249867074365242-2405091040,18,2024-05-09 12:24:00,,False,
Hagen Hbf,VIA RE16,Essen Hbf,31319,2024-05-09 12:43:00,2024-05-09 12:48:00,2,4807055800732150454-2405091220,5,,,False,
Hagen Hbf,RE 7,Köln Hbf,17417,2024-05-09 12:37:00,2024-05-09 12:39:00,7,6953587040078609182-2405091219,3,2024-05-09 12:39:00,2024-05-09 12:40:00,False,
Hagen Hbf,RE 17,Scherfede,10721,,2024-05-09 12:15:00,4,-7973861523188248284-2405091215,1,,2024-05-09 12:17:00,False,
Hagen Hbf,S 9,Hagen Hbf,30926,2024-05-09 12:15:00,,14,9132926490470783666-2405091004,39,2024-05-09 12:18:00,,False,
Hagen Hbf,VIA RE16,Iserlohn,31312,2024-05-09 12:09:00,2024-05-09 12:14:00,10,-1254744927159368648-2405091134,6,2024-05-09 12:19:00,2024-05-09 12:24:00,False,
Hagen Hbf,RB 40,Essen Hbf,30772,,2024-05-09 12:16:00,18,-7153408958235610189-2405091216,1,,,False,
Hagen Hbf,S 9,Recklinghausen Hbf,30941,,2024-05-09 12:45:00,14,-5942282507127427986-2405091245,1,,2024-05-09 12:53:00,False,
Hagen Hbf,S 5,Dortmund Hbf,31541,,2024-05-09 12:51:00,11,-3835159494613296449-2405091251,1,,2024-05-09 12:57:00,False,
Hagen Hbf,ICE 612,Kiel Hbf,612,2024-05-09 12:59:00,2024-05-09 13:01:00,5/6,-7184453857839759572-2405090728,11,2024-05-09 13:03:00,2024-05-09 13:05:00,False,
Hagen Hbf,ICE 652,Köln Hbf,652,2024-05-09 12:40:00,2024-05-09 12:42:00,7/8,-7123546326244772515-2405090843,6,2024-05-09 12:45:00,2024-05-09 12:47:00,False,
Hagen Hbf,VIA RB91,Siegen Hbf,31348,,2024-05-09 12:42:00,1,-6356391802673647895-2405091242,1,,,False,
Hagen Hbf,S 8,Mönchengladbach Hbf,30874,,2024-05-09 12:16:00,12,1058828737950341331-2405091216,1,,2024-05-09 12:17:00,False,
Hagen Hbf,RE 4,Aachen Hbf,26418,2024-05-09 12:32:00,2024-05-09 12:34:00,10,-5196792980689958391-2405091209,4,2024-05-09 12:36:00,2024-05-09 12:36:00,False,
Hagen Hbf,RE 17,Hagen Hbf,10718,2024-05-09 12:42:00,,4,3720085674188385502-2405091045,16,2024-05-09 13:05:00,,False,
Hagen Hbf,RE 4,Dortmund Hbf,26415,2024-05-09 12:24:00,2024-05-09 12:27:00,6,8455365654149493471-2405091022,21,2024-05-09 12:28:00,2024-05-09 12:29:00,False,
Hagen Hbf,S 5,Hagen Hbf,31536,2024-05-09 12:04:00,,11,6699872817178019013-2405091130,8,,,False,
Hagen Hbf,RB 40,Hagen Hbf,30771,2024-05-09 12:47:00,,18,-1878951543653612947-2405091207,8,2024-05-09 12:49:00,,False,
Hagen Hbf,ICE 859,Berlin Ostbahnhof,859,2024-05-09 12:19:00,2024-05-09 12:20:00,6,-9221432942161771616-2405091136,3,2024-05-09 12:21:00,2024-05-09 12:23:00,False,
Hagen Hbf,ICE 229,Wien Hbf,229,2024-05-09 12:55:00,2024-05-09 12:56:00,7,6492627968416470339-2405091236,2,2024-05-09 12:57:00,2024-05-09 12:59:00,False,
Hagen Hbf,S 8,Hagen Hbf,30861,2024-05-09 12:44:00,,12,-3821293901950090025-2405091054,38,2024-05-09 12:46:00,,False,
Hagen Hbf,RE 13,Venlo,20078,2024-05-09 12:59:00,2024-05-09 13:02:00,10,5738446520435982234-2405091242,3,2024-05-09 13:00:00,,False,
Hagen Hbf,RE 13,Holzwickede,20077,2024-05-09 12:55:00,2024-05-09 12:57:00,3,7505186121409736391-2405091105,17,2024-05-09 13:08:00,2024-05-09 13:09:00,False,
Hagen Hbf,RE 7,Holzwickede,17414,2024-05-09 12:19:00,2024-05-09 12:22:00,3,-2622142986871607851-2405091121,9,,,False,
Hagen Hbf,RB 52,Lüdenscheid,14665,2024-05-09 12:08:00,2024-05-09 12:11:00,2,-6370267367643830458-2405091134,8,,,False,
Hagen Hbf,RB 52,Dortmund Hbf,14666,2024-05-09 12:47:00,2024-05-09 12:52:00,6,-6953301697687799609-2405091203,8,2024-05-09 12:48:00,2024-05-09 12:53:00,False,
Hagen Hbf,S 9,Hagen Hbf,30930,2024-05-09 13:15:00,,14,5189524814090474835-2405091104,39,2024-05-09 13:30:00,,False,
Hagen Hbf,RB 52,Lüdenscheid,14667,2024-05-09 13:08:00,2024-05-09 13:11:00,2,-5372243878807293721-2405091234,8,2024-05-09 13:09:00,,False,
Hagen Hbf,RE 13,Venlo,20080,2024-05-09 13:59:00,2024-05-09 14:02:00,10,-5963981573096833834-2405091342,3,2024-05-09 14:15:00,2024-05-09 14:15:00,False,8
